training_id,post_id,source_post_id,book_id,content,content_type,writing_style,genre,origin,label_reason
286,503057,503057,1080,The setup where a woman between life and death explores alternate versions of the choices she might have made? I was invested immediately.,review,short,Contemporary Fiction,existing_corrected_label,Uses a rhetorical question to express enthusiasm rather than requesting a response.
287,501114,501114,1234,"I read this during my commute, and the account of how the destruction and displacement of Native nations is recounted from Indigenous-centered sources gave the wider history a human scale. Whose perspective was missing from the account?",discussion,casual,History,existing_post,Asks a question or directly requests another reader's opinion.
288,600054,,1007,"An ex-convict becomes entangled in a conflict between old deities and modern forms of worship. this gets a solid yes from me, go try it. still thinking about the choices, so clearly it did something right.",recommendation,slang,Fantasy,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
289,501569,501569,1103,"Two French sisters resist Nazi occupation in different ways during World War II. Yeah, I need somebody else's opinion.",discussion,short,Historical Fiction,existing_post,Asks a question or directly requests another reader's opinion.
290,501027,501027,1292,"I came back after putting it down for a week, expecting a quick overview, but I ended up taking more notes than planned. The central explanation—a propaganda model explains how ownership and institutional pressures shape mass media—gave the counterargument a clear direction. The real-world examples made the idea easier to understand, although the main framework moved from observation to conclusion too quickly for me. The uncertainty made the payoff stronger. I found myself agreeing with the diagnosis and questioning whether the proposed solution followed from it. I will probably revisit the clearest chapter, but I would pair it with a source that gives more attention to disagreement and limitations. I am not sure the conclusion follows from every example.",review,long,Politics Society,existing_post,Evaluates the story or argument without advising readership or inviting a response.
291,500601,500601,1045,"I complained through parts of this and still reached for it whenever I had a free minute. The central situation—private detective Philip Marlowe enters a wealthy family's web of blackmail, disappearance, and murder—worked because it gave the quieter scenes real consequences instead of treating the conflict as background. The emotional consequences made the stakes feel personal, although a few important changes needed more room to develop. The uncertainty made the payoff stronger. I went back to an earlier scene because the later context changed how I understood it. I could understand two opposing reactions to the quieter scenes, which is probably why that part stayed with me. I want another reader's opinion on who was actually responsible.",discussion,long,Crime Detective,existing_post,Asks a question or directly requests another reader's opinion.
292,500249,500249,1031,"I went in knowing only the basic premise, and my opinion changed several times before I reached the end. The central situation—a murder in the Louvre sends a professor and cryptologist through a trail of religious symbols—worked because it gave the moral conflict real consequences instead of treating the conflict as background. The relationships made the stakes feel personal, although a few important changes needed more room to develop. The tension felt earned instead of manufactured. I went back to an earlier scene because the later context changed how I understood it. I could understand two opposing reactions to the moral conflict, which is probably why that part stayed with me. Why did nobody have an honest conversation sooner?",discussion,long,Mystery Thriller,existing_post,Asks a question or directly requests another reader's opinion.
293,600024,,1162,"Children fly to Neverland with a boy who refuses to grow up. still thinking about the choices, so clearly it did something right. this gets a solid yes from me, go try it.",recommendation,slang,Children,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
294,502482,502482,1324,"I picked this up for a quick overview, but the discussion showing that possible futures involving artificial intelligence are explored through technical, social, and ethical questions gave me more to think about. I finished with more annoyance than curiosity.",review,casual,Technology Future,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
295,502946,502946,1023,"The premise that scientists orbiting a mysterious planet confront physical manifestations of their memories and guilt creates an immediate source of tension. The strongest material comes from the quieter scenes, while the pacing feels slightly compressed. The consequences felt lighter than they should have. Did anyone else read that decision as fear rather than courage?",discussion,polished,Science Fiction,existing_post,Asks a question or directly requests another reader's opinion.
296,502864,502864,1151,"A Native teenager leaves his reservation school and struggles between two communities. Yeah, I need somebody else's opinion.",discussion,short,Young Adult,existing_post,Asks a question or directly requests another reader's opinion.
297,502693,502693,1060,i really thought i could handle a story where an elderly man reads the story of a young couple separated by class and circumstance. absolutely not 🫠,review,slang,Romance,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
298,500458,500458,1047,"The premise that precious Ramotswe opens Botswana's first female-run detective agency and solves local problems creates an immediate source of tension. The strongest material comes from the character choices, while the final decision feels slightly compressed. The strongest idea did not get enough space. I want another reader's opinion on who was actually responsible.",discussion,polished,Crime Detective,existing_post,Asks a question or directly requests another reader's opinion.
299,600061,,1203,I'd tell a friend to try this if they're into finance and investing. Individual investors are encouraged to research promising businesses they understand from everyday life. The setup gave me way more to think about than I expected.,recommendation,casual,Finance Investing,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
300,500079,500079,1179,"The strongest part is the explanation that personal stories and research encourage authenticity, self-compassion, and resistance to shame. The examples are memorable without making the subject seem simpler than it is. That detail gave the whole thing more emotional weight.",review,polished,Self Development,existing_post,Evaluates the story or argument without advising readership or inviting a response.
301,501942,501942,1140,"I finished this a few hours ago and still do not have a clean rating in mind. The central situation—four Native American men are pursued by the consequences of a forbidden hunt—worked because it gave the moral conflict real consequences instead of treating the conflict as background. The emotional consequences made the stakes feel personal, although a few important changes needed more room to develop. I kept returning to that part after finishing. I went back to an earlier scene because the later context changed how I understood it. I marked several pages because I partly agreed with the decision and partly wanted to argue with it. Why did nobody have an honest conversation sooner?",discussion,long,Horror Gothic,existing_post,Asks a question or directly requests another reader's opinion.
302,501687,501687,1084,"I went in knowing only the basic premise, and the fact that a Tokyo store worker resists social pressure to abandon the life that makes sense to her was what finally pulled me in. I kept returning to that part after finishing. Was the ending meant to feel hopeful or just unresolved?",discussion,casual,Contemporary Fiction,existing_post,Asks a question or directly requests another reader's opinion.
303,503991,503991,1076,okay so a young woman raised alone in coastal marshes becomes the focus of a murder investigation and somehow i still thought this would be a chill read 😩,review,slang,Contemporary Fiction,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
304,502313,502313,1269,"I finished this with a page of useful ideas and another page of questions about the evidence. The central explanation—a physician presents a prevention-focused approach to longevity, exercise, and chronic disease risk—gave the main framework a clear direction. The real-world examples made the idea easier to understand, although the evidence moved from observation to conclusion too quickly for me. It was interesting and frustrating in almost equal amounts. I appreciated the concrete cases because they made it easier to separate a useful framework from the larger promises. The book was most persuasive when it stayed specific and least persuasive when it treated context as a minor detail. The examples were useful, but do they apply outside the cases chosen?",discussion,long,Health Wellness,existing_post,Asks a question or directly requests another reader's opinion.
305,502118,502118,1010,"I went in knowing only the basic premise and immediately needed someone to discuss this with: a mother searches for her daughter as a continent fractures under catastrophic geological forces. The side characters deserved a little more space, honestly.",discussion,casual,Fantasy,existing_post,Asks a question or directly requests another reader's opinion.
306,503369,503369,1324,"The central idea is that possible futures involving artificial intelligence are explored through technical, social, and ethical questions. That was clearer than I expected, although the broader conclusion needed more attention.",review,casual,Technology Future,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
307,501721,501721,1182,"I read this during my commute, expecting a quick overview, but I ended up taking more notes than planned. The central explanation—a twelve-week program uses writing and regular creative activities to overcome artistic blocks—gave the real-world examples a clear direction. The real-world examples made the idea easier to understand, although the main framework moved from observation to conclusion too quickly for me. I kept returning to that part after finishing. I would treat the broadest claims as a starting point rather than a final answer. The framework is memorable enough that I caught myself using it later, which is useful even if the evidence deserves another source. The examples were useful, but do they apply outside the cases chosen?",discussion,long,Self Development,existing_post,Asks a question or directly requests another reader's opinion.
308,501241,501241,1159,dont know if i loved it but watching how a pilot meets a young traveler whose stories reveal lessons about love and responsibility definately give me alot to think about,review,imperfect,Children,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
309,501890,501890,1217,"I approached this with some skepticism because the subject often attracts very confident claims. The central explanation—neurological case histories reveal unusual changes in perception, memory, and identity—gave the real-world examples a clear direction. The real-world examples made the idea easier to understand, although the limitations moved from observation to conclusion too quickly for me. That detail gave the whole thing more emotional weight. Even where I disagreed, the language gave me a better way to identify the issue in ordinary life. The framework is memorable enough that I caught myself using it later, which is useful even if the evidence deserves another source. The examples were useful, but do they apply outside the cases chosen?",discussion,long,Psychology,existing_post,Asks a question or directly requests another reader's opinion.
310,600048,,1001,"Bilbo Baggins leaves his comfortable home to help a company of dwarves reclaim a stolen kingdom. it got messy but like, the interesting kind of messy. easy rec for the fantasy crowd imo.",recommendation,slang,Fantasy,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
311,600012,,1186,"Organizations are urged to communicate the purpose behind their work before explaining products or methods. it got messy but like, the interesting kind of messy. ok yeah put this on your list fr.",recommendation,slang,Business Entrepreneurship,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
312,501098,501098,1001,"I finished this a few hours ago and still do not have a clean rating in mind. The central situation—bilbo Baggins leaves his comfortable home to help a company of dwarves reclaim a stolen kingdom—worked because it gave the final decision real consequences instead of treating the conflict as background. The emotional consequences made the stakes feel personal, although a few important changes needed more room to develop. I understood the point, but the execution still felt uneven. I went back to an earlier scene because the later context changed how I understood it. A friend asked whether I liked it, and I realized I had spent five minutes explaining the central problem without answering. Did the character really change, or only run out of alternatives?",discussion,long,Fantasy,existing_post,Asks a question or directly requests another reader's opinion.
313,600174,,1141,"A teenager is forced into a televised fight to the death and becomes a symbol of resistance. this gets a solid yes from me, go try it. still thinking about the choices, so clearly it did something right.",recommendation,slang,Young Adult,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
314,500052,500052,1243,"The discussion begins with this experience: the narrator X narrates his transformation from a troubled youth into an influential political leader. That gives the historical context a clear structure, while the narrative structure could use more context. I wish one opposing perspective had received more attention.",review,polished,Biography Memoir,existing_post,Evaluates the story or argument without advising readership or inviting a response.
315,500112,500112,1290,This was most persuasive when it stayed specific about the claim that central economic planning is criticized as a threat to individual and political freedom. The wider conclusion deserved stronger limits.,review,polished,Politics Society,existing_post,Evaluates the story or argument without advising readership or inviting a response.
316,500025,500025,1295,"I finished this with a clearer sense of the events and more questions about how they are remembered. The central material—a journalist visits several countries to investigate how place and culture influence happiness—gave the cultural context a clear human focus. The personal perspective helped connect the individual experience with larger events, although one important transition needed more explanation. I respected the idea more than I enjoyed reading it. The account was most convincing when it allowed uncertainty and contradiction to remain visible. A conversation afterward showed me how differently two readers can interpret the same remembered event. I also appreciated the moments when the account resisted an easy lesson and allowed uncertainty to remain part of the record. Whose perspective was missing from the account?",discussion,long,Travel Geography,existing_replacement_discussion,Directly asks another reader for an opinion or interpretation.
317,502404,502404,1132,The setup where a young bride enters an estate dominated by the memory of her husband's first wife? I was invested immediately.,review,short,Horror Gothic,existing_corrected_label,Uses a rhetorical question to express enthusiasm rather than requesting a response.
318,500590,500590,1053,"The premise that inspector Kurt Wallander investigates the brutal murder of an elderly couple in rural Sweden creates an immediate source of tension. The strongest material comes from the relationships, while the quieter scenes feels slightly compressed. The way it unfolded felt surprisingly honest. I want another reader's opinion on who was actually responsible.",discussion,polished,Crime Detective,existing_post,Asks a question or directly requests another reader's opinion.
319,600002,,1240,"you should try this one when you want biography and memoir mandela recounts his childhood, anti-apartheid struggle, imprisonment, and political leadership. the main situation keep me interested and give lot to think about",recommendation,imperfect,Biography Memoir,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
320,500041,500041,1103,the whole thing where two French sisters resist Nazi occupation in different ways during World War II was interesting but some chapter go too fast after that,review,imperfect,Historical Fiction,existing_post,Evaluates the story or argument without advising readership or inviting a response.
321,600011,,1185,Recommended for readers who enjoy business and entrepreneurship. Research on selected companies identifies leadership and organizational patterns linked with sustained performance.,recommendation,short,Business Entrepreneurship,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
322,600098,,1030,not perfect but still i recommend it a journalist and a hacker investigate a decades-old disappearance within a powerful swedish family. the main situation keep me interested and give lot to think about,recommendation,imperfect,Mystery Thriller,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
323,600059,,1201,"This one is worth trying and discussing afterward. Research profiles households that build wealth through saving, restraint, and steady habits.",recommendation,short,Finance Investing,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
324,600041,,1309,"Recommended for readers who enjoy essays and journalism. Two essays examine race, religion, anger, and the possibility of change in the United States.",recommendation,short,Essays Journalism,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
325,500968,500968,1062,Still thinking about this setup: a couple builds a marriage around uncontrollable journeys through time.,review,short,Romance,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
326,501154,501154,1074,"I complained through parts of this and still reached for it whenever I had a free minute. The central situation—a mathematically gifted teenager investigates a dog's death and uncovers a family secret—worked because it gave the moral conflict real consequences instead of treating the conflict as background. The quieter scenes made the stakes feel personal, although a few important changes needed more room to develop. I liked how the consequences were allowed to stay complicated. The smaller reactions around the major events were more convincing than the big speeches. The more I considered the final choice, the less certain I became about who had the better alternative. Would the conflict have happened without that one avoidable decision?",discussion,long,Contemporary Fiction,existing_post,Asks a question or directly requests another reader's opinion.
327,600147,,1170,I would place this on a thoughtful self-development list rather than a simple favorites list. A principle-centered framework connects personal responsibility with relationships and long-term effectiveness. The strongest sections make the reader participate in the judgment instead of supplying a neat conclusion. Even the uneven moments gave me something concrete to argue about afterward.,recommendation,long,Self Development,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
328,600156,,1326,Accelerating technological change is projected toward a future of merged biological and machine intelligence. the setup had me locked in and the consequences actually stayed with me. I'd send this straight to the group chat tbh.,recommendation,slang,Technology Future,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
329,503578,503578,1349,"I read this during my commute, and the account of how tibetan Buddhist teachings are presented as guidance for mortality, compassion, and end-of-life care gave the wider history a human scale. Whose perspective was missing from the account?",discussion,casual,Religion Spirituality,existing_post,Asks a question or directly requests another reader's opinion.
330,502163,502163,1142,i really thought i could handle a story where a Black teenager witnesses a police shooting and decides whether to speak publicly. absolutely not 😭,review,slang,Young Adult,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
331,600033,,1043,"This earns my recommendation because it offers more than a quick, comfortable answer. Hercule Poirot questions passengers after a man is killed aboard a snowbound luxury train. The central situation develops into consequences that are difficult to reduce to one lesson. I had reservations, but those reservations made the experience more discussable rather than disposable.",recommendation,long,Crime Detective,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
332,500173,500173,1268,"The evidence supporting the idea that sleep research is used to explain how rest affects memory, health, emotion, and performance gave the larger argument credibility. I wanted the same care in the counterargument. The strongest point was also the one I wanted challenged more.",review,polished,Health Wellness,existing_post,Evaluates the story or argument without advising readership or inviting a response.
333,500327,500327,1336,"I understood the topic differently after reading that ideas from computer science are applied to everyday choices involving search, scheduling, and uncertainty.",review,short,Technology Future,existing_hard_negative,Expresses a reaction without advising another reader; retained after a false recommendation prediction.
334,500871,500871,1048,"What stayed with me was the reaction to this situation: easy Rawlins searches postwar Los Angeles for a missing woman and discovers a dangerous secret. That made the ending feel personal rather than mechanical. I understood the point, but the execution still felt uneven.",review,polished,Crime Detective,existing_post,Evaluates the story or argument without advising readership or inviting a response.
335,600114,,1214,"Emotional awareness and self-regulation are presented as important abilities beyond conventional intelligence. this gets a solid yes from me, go try it. still thinking about the choices, so clearly it did something right.",recommendation,slang,Psychology,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
336,502616,502616,1246,"This took longer than expected because several passages deserved more attention than a quick reading. The central material—interviews trace the Apple cofounder's creativity, intensity, relationships, and influence on technology—gave the cultural context a clear human focus. The personal perspective helped connect the individual experience with larger events, although one important transition needed more explanation. That detail gave the whole thing more emotional weight. The account was most convincing when it allowed uncertainty and contradiction to remain visible. A conversation afterward showed me how differently two readers can interpret the same remembered event. I also appreciated the moments when the account resisted an easy lesson and allowed uncertainty to remain part of the record. Whose perspective was missing from the account?",discussion,long,Biography Memoir,existing_post,Asks a question or directly requests another reader's opinion.
337,501375,501375,1003,dont know if i loved it but watching how an orphan discovers that he is a wizard and begins school in a hidden magical world definately give me alot to think about,review,imperfect,Fantasy,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
338,501109,501109,1074,i really thought i could handle a story where a mathematically gifted teenager investigates a dog's death and uncovers a family secret. absolutely not 🥲,review,slang,Contemporary Fiction,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
339,600060,,1202,"Investors are taught to study company quality, management, and long-term growth potential. still thinking about the choices, so clearly it did something right. if you want finance and investing, this is the move.",recommendation,slang,Finance Investing,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
340,600001,,1239,"I'd tell a friend to try this if they're into biography and memoir. A Jewish teenager records daily life, fear, and hope while hiding during the Holocaust. The setup gave me way more to think about than I expected.",recommendation,casual,Biography Memoir,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
341,600057,,1199,I would place this on a thoughtful finance and investing list rather than a simple favorites list. Market evidence is used to argue for diversification and low-cost long-term investing. The strongest sections make the reader participate in the judgment instead of supplying a neat conclusion. Even the uneven moments gave me something concrete to argue about afterward.,recommendation,long,Finance Investing,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
342,600013,,1187,"This gets a yes from me for business and entrepreneurship readers. A technology executive describes difficult decisions involved in building and leading companies. I had complaints, but I was still talking about it later.",recommendation,casual,Business Entrepreneurship,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
343,500965,500965,1268,"I went in knowing only the basic premise, and the explanation that sleep research is used to explain how rest affects memory, health, emotion, and performance gave me a useful way to think about the subject. The practical advice sounds reasonable, although the limits matter.",review,casual,Health Wellness,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
344,600038,,1048,not perfect but still i recommend it easy rawlins searches postwar los angeles for a missing woman and discovers a dangerous secret. the main situation keep me interested and give lot to think about,recommendation,imperfect,Crime Detective,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
345,501101,501101,1039,"A boy who treasures a forgotten novel investigates why someone is destroying the author's books. Yeah, I need somebody else's opinion.",discussion,short,Mystery Thriller,existing_post,Asks a question or directly requests another reader's opinion.
346,500689,500689,1144,"I complained through parts of this and still reached for it whenever I had a free minute. The central situation—a boy in a controlled community receives memories that reveal the cost of social sameness—worked because it gave the quieter scenes real consequences instead of treating the conflict as background. The emotional consequences made the stakes feel personal, although a few important changes needed more room to develop. The way it unfolded felt surprisingly honest. I would rather have this kind of messy conflict than a neat ending with nothing to discuss. The discussion in my head has lasted longer than the final chapter, so the story clearly did something effective. I want another reader's opinion on who was actually responsible.",discussion,long,Young Adult,existing_post,Asks a question or directly requests another reader's opinion.
347,501254,501254,1018,The most effective scenes begin with the fact that a secret from China's Cultural Revolution leads humanity toward contact with an alien civilization and then refuse to explain every emotion. The idea worked much better than I expected. Did anyone else read that decision as fear rather than courage?,discussion,polished,Science Fiction,existing_post,Asks a question or directly requests another reader's opinion.
348,500013,500013,1020,"I expected a fairly simple experience, but the specific setup kept giving me more to argue with. The central situation—a Black writer is repeatedly pulled from modern California into a slaveholding plantation—worked because it gave the pacing real consequences instead of treating the conflict as background. The moral conflict made the stakes feel personal, although a few important changes needed more room to develop. The setup was stronger than the final payoff. The smaller reactions around the major events were more convincing than the big speeches. I marked several pages because I partly agreed with the decision and partly wanted to argue with it. I still cannot decide whether the final choice was fair.",review,long,Science Fiction,existing_post,Evaluates the story or argument without advising readership or inviting a response.
349,500438,500438,1177,"I approached this with some skepticism because the subject often attracts very confident claims. The central explanation—research and examples compare fixed beliefs about ability with a more adaptable growth the central subject—gave the main framework a clear direction. The real-world examples made the idea easier to understand, although the limitations moved from observation to conclusion too quickly for me. I respected the idea more than I enjoyed reading it. Even where I disagreed, the language gave me a better way to identify the issue in ordinary life. I marked the most practical pages because they were immediately applicable, then marked several others because I wanted to verify them. The framework is memorable, but real life seems messier.",review,long,Self Development,existing_post,Evaluates the story or argument without advising readership or inviting a response.
350,503163,503163,1324,"The central claim—possible futures involving artificial intelligence are explored through technical, social, and ethical questions—is easy to remember and useful for discussion. Its value depends on how carefully readers test the assumptions.",review,polished,Technology Future,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
351,600160,,1295,A journalist visits several countries to investigate how place and culture influence happiness. The premise gives the conflict a clear direction without settling every question. My recommendation is simple: give this a thoughtful chance.,recommendation,polished,Travel Geography,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
352,600100,,1032,A therapist becomes obsessed with learning why a famous painter stopped speaking after a murder. The premise gives the conflict a clear direction without settling every question. My recommendation is simple: give this a thoughtful chance.,recommendation,polished,Mystery Thriller,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
353,500300,500300,1046,"This took longer than usual because I kept pausing whenever somebody made another avoidable decision. The central situation—detective Sam Spade pursues a valuable statue while navigating betrayal and competing criminals—worked because it gave the relationships real consequences instead of treating the conflict as background. The pacing made the stakes feel personal, although a few important changes needed more room to develop. The setup was stronger than the final payoff. I would rather have this kind of messy conflict than a neat ending with nothing to discuss. I marked several pages because I partly agreed with the decision and partly wanted to argue with it. I want another reader's opinion on who was actually responsible.",discussion,long,Crime Detective,existing_post,Asks a question or directly requests another reader's opinion.
354,501503,501503,1038,The most effective scenes begin with the fact that a brilliant mathematician constructs an alibi while a physicist helps police test the perfect crime and then refuse to explain every emotion. The uncertainty made the payoff stronger. I want another reader's opinion on who was actually responsible.,discussion,polished,Mystery Thriller,existing_post,Asks a question or directly requests another reader's opinion.
355,500048,500048,1077,"The setup—a wrongful conviction tests a newly married couple and the people connected to them—could have felt familiar, but the character choices made it specific. I am still uncertain about the final decision.",review,polished,Contemporary Fiction,existing_post,Evaluates the story or argument without advising readership or inviting a response.
356,600097,,1029,Give this one a chance when you're in the mood for mystery and thriller fiction. A woman's disappearance turns her marriage into a public mystery shaped by lies and manipulation. The setup gave me way more to think about than I expected.,recommendation,casual,Mystery Thriller,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
357,501399,501399,1065,"first i wasnt sure about the setup, then a teenager experiences an intense summer romance with a visiting scholar in Italy and i couldnt stop reading after",review,imperfect,Romance,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
358,502427,502427,1237,"The central subject—independent India's political, social, and cultural history is followed from 1947 onward—is presented with enough detail to support more than one interpretation. Whose perspective was missing from the account?",discussion,polished,History,existing_post,Asks a question or directly requests another reader's opinion.
359,502514,502514,1041,The setup where a medieval friar investigates deaths in an abbey filled with theological disputes and hidden texts? I was invested immediately.,review,short,Mystery Thriller,existing_corrected_label,Uses a rhetorical question to express enthusiasm rather than requesting a response.
360,600172,,1118,"An ex-prisoner seeks a moral life while revolution, poverty, and relentless law shape nineteenth-century France. The consequences remain more memorable than the easiest interpretation. This belongs on the reading list of anyone exploring world classics.",recommendation,polished,World Classics,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
361,502286,502286,1164,i really thought i could handle a story where an extraordinarily strong and independent girl disrupts ordinary life with imagination and confidence. absolutely not 😭,review,slang,Children,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
362,600063,,1268,"This earns my recommendation because it offers more than a quick, comfortable answer. Sleep research is used to explain how rest affects memory, health, emotion, and performance. The central situation develops into consequences that are difficult to reduce to one lesson. I had reservations, but those reservations made the experience more discussable rather than disposable.",recommendation,long,Health Wellness,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
363,600096,,1091,A father and son travel through a devastated landscape while trying to preserve their humanity. the setup had me locked in and the consequences actually stayed with me. I'd send this straight to the group chat tbh.,recommendation,slang,Literary Fiction,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
364,503496,503496,1139,"A vampire recounts centuries of desire, guilt, companionship, and violence. Yeah, I need somebody else's opinion.",discussion,short,Horror Gothic,existing_post,Asks a question or directly requests another reader's opinion.
365,600043,,1311,"This gets a yes from me for essays and journalism readers. Reporting and reflection connect individual moments with larger questions of power and belonging. I had complaints, but I was still talking about it later.",recommendation,casual,Essays Journalism,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
366,600135,,1018,I would suggest this to someone who values science fiction with complicated consequences. A secret from China's Cultural Revolution leads humanity toward contact with an alien civilization. The premise provides an accessible way into the material while leaving the larger questions unsettled. That balance is why I would rather share it than simply summarize it.,recommendation,long,Science Fiction,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
367,600120,,1339,"A warrior's conversation with Krishna explores duty, action, knowledge, and devotion. still thinking about the choices, so clearly it did something right. if you want religion and spirituality, this is the move.",recommendation,slang,Religion Spirituality,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
368,501635,501635,1068,"The premise that a photographer and an Iowa homemaker share a brief relationship that reshapes their lives creates an immediate source of tension. The strongest material comes from the pacing, while the relationships feels slightly compressed. The smaller reactions made the situation believable. Did anyone else read that decision as fear rather than courage?",discussion,polished,Romance,existing_replacement_discussion,Directly asks another reader for an opinion or interpretation.
369,500929,500929,1241,"I read this with my book club, expecting a straightforward account, but I ended up pausing often to absorb the context. The central material—a former first lady reflects on family, education, public service, and life in the White House—gave the cultural context a clear human focus. The personal perspective helped connect the individual experience with larger events, although one important transition needed more explanation. I kept returning to that part after finishing. I went back to an earlier section because later context changed how I understood it. The material stayed with me because it was specific enough to resist an easy conclusion. I also appreciated the moments when the account resisted an easy lesson and allowed uncertainty to remain part of the record. Whose perspective was missing from the account?",discussion,long,Biography Memoir,existing_post,Asks a question or directly requests another reader's opinion.
370,503058,503058,1064,The setup where an autistic economist hires a patient escort to help her become comfortable with intimacy? I was invested immediately.,review,short,Romance,existing_corrected_label,Uses a rhetorical question to express enthusiasm rather than requesting a response.
371,600153,,1323,"This earns my recommendation because it offers more than a quick, comfortable answer. The people and collaborations behind computers and the internet are traced across generations. The central situation develops into consequences that are difficult to reduce to one lesson. I had reservations, but those reservations made the experience more discussable rather than disposable.",recommendation,long,Technology Future,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
372,500265,500265,1300,A novelist drives across the United States with his dog to reconsider the country he writes about. That gave me a lot to reconsider.,review,short,Travel Geography,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
373,500334,500334,1070,"I read this with my book club and immediately needed someone to discuss this with: an aging film star reveals the loves, ambitions, and compromises behind her public image. The side characters deserved a little more space, honestly.",discussion,casual,Romance,existing_replacement_discussion,Directly asks another reader for an opinion or interpretation.
374,600170,,1116,"read this when you want something that stay in your mind a poor student commits murder and struggles with guilt, pride, and the possibility of redemption. some part is messy but the consequence make it worth finish",recommendation,imperfect,World Classics,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
375,500009,500009,1059,"This took longer than usual because I kept pausing whenever somebody made another avoidable decision. The central situation—a devoted man waits decades for another chance with the woman he has always loved—worked because it gave the relationships real consequences instead of treating the conflict as background. The emotional consequences made the stakes feel personal, although a few important changes needed more room to develop. The uncertainty made the payoff stronger. I would rather have this kind of messy conflict than a neat ending with nothing to discuss. A friend asked whether I liked it, and I realized I had spent five minutes explaining the central problem without answering. I still cannot decide whether the final choice was fair.",review,long,Romance,existing_post,Evaluates the story or argument without advising readership or inviting a response.
376,600014,,1188,"i tell my friend give this a chance because it got real ideas nike's founder recounts the risks, relationships, and near failures behind the company's growth. some part is messy but the consequence make it worth finish",recommendation,imperfect,Business Entrepreneurship,generated_recommendation_v2,Explicitly advises another reader using diversified recommendation wording.
377,503036,503036,1145,"Two isolated teenagers form a relationship during one difficult school year. Yeah, I need somebody else's opinion.",discussion,short,Young Adult,existing_post,Asks a question or directly requests another reader's opinion.
378,500613,500613,1083,"The setup where a Bengali American man struggles with his unusual name, family history, and changing identity? I was invested immediately.",review,short,Contemporary Fiction,existing_corrected_label,Uses a rhetorical question to express enthusiasm rather than requesting a response.
379,500299,500299,1143,"first i wasnt sure about the setup, then a shy teenager writes letters while navigating friendship, trauma, and first experiences and i couldnt stop reading after",review,imperfect,Young Adult,existing_hard_negative,Expresses a reaction without advising another reader; added after a false recommendation prediction.
